"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2589","should log the user in when token is correct","","Mon Jul 14 14:51:56 UTC 2025","passed","Mon Jul 14 14:51:58 UTC 2025","","Token login","",""
"","1192","should open Report bug","","Mon Jul 14 15:00:27 UTC 2025","passed","Mon Jul 14 15:00:28 UTC 2025","","Hamburger Menu tests","",""
"","2490","should redirect to login page when session is expired","","Mon Jul 14 15:00:12 UTC 2025","passed","Mon Jul 14 15:00:15 UTC 2025","","bfcache: webapp","",""
"","523","should not show on refresh","","Mon Jul 14 15:02:21 UTC 2025","passed","Mon Jul 14 15:02:21 UTC 2025","","Privacy policy: for an offline user","",""
"","1353","should show the correct privacy policy on login","","Mon Jul 14 15:02:41 UTC 2025","passed","Mon Jul 14 15:02:42 UTC 2025","","Privacy policy: for an online user","",""
"","3114","TestCase for required","","Mon Jul 14 14:59:05 UTC 2025","passed","Mon Jul 14 14:59:08 UTC 2025","","User Test Cases ->: Invalid entries -> ","",""
"","3904","should require user to have permission for multiple places","","Mon Jul 14 14:59:13 UTC 2025","passed","Mon Jul 14 14:59:17 UTC 2025","","User Test Cases ->: Invalid entries -> ","",""
"","3415","should hide the 'delete' option and enable the 'edit', 'export' and 'review' options when a report is opened","","Mon Jul 14 14:57:21 UTC 2025","passed","Mon Jul 14 14:57:25 UTC 2025","","More Options Menu - Online User - Permissions disabled: Delete permissions disabled","",""
"","4031","should redirect to login page when session is expired","","Mon Jul 14 15:00:15 UTC 2025","broken","Mon Jul 14 15:00:19 UTC 2025","","bfcache: admin app","",""
"","2638","should hide the 'edit', 'delete' and 'review' options and enable the 'export' option when a report is opened","","Mon Jul 14 14:57:43 UTC 2025","passed","Mon Jul 14 14:57:46 UTC 2025","","More Options Menu - Online User - Permissions disabled: Edit permissions disabled","",""
"","570","should display an error with incorrect url","","Mon Jul 14 14:51:51 UTC 2025","passed","Mon Jul 14 14:51:52 UTC 2025","","Token login","",""
"","5530","should log in the sso user","","Mon Jul 14 14:51:37 UTC 2025","passed","Mon Jul 14 14:51:42 UTC 2025","","SSO Login","",""
"","921","should show if the user changes their language","","Mon Jul 14 15:02:30 UTC 2025","passed","Mon Jul 14 15:02:31 UTC 2025","","Privacy policy: for an offline user","",""
"","1489","should try to sign in and verify that credentials were incorrect","","Mon Jul 14 14:50:51 UTC 2025","passed","Mon Jul 14 14:50:53 UTC 2025","","Login page functionality tests: Log in","",""
"","980","should change locale to Spanish","","Mon Jul 14 14:50:27 UTC 2025","passed","Mon Jul 14 14:50:28 UTC 2025","","Login page functionality tests: Locale","",""
"","669","should open Reports or History tab","","Mon Jul 14 15:00:39 UTC 2025","passed","Mon Jul 14 15:00:40 UTC 2025","","Navigation tests: Navigation functionality","",""
"","831","should have a title","","Mon Jul 14 14:50:45 UTC 2025","passed","Mon Jul 14 14:50:45 UTC 2025","","Login page functionality tests: Log in","",""
"","3727","should reset password successfully and redirect to webapp","","Mon Jul 14 14:51:17 UTC 2025","passed","Mon Jul 14 14:51:20 UTC 2025","","Login page functionality tests: Password Reset","",""
"","6160","should hide the 'export' option and enable the 'edit', 'delete' and 'review' options when a report is opened","","Mon Jul 14 14:56:56 UTC 2025","passed","Mon Jul 14 14:57:02 UTC 2025","","More Options Menu - Online User - Permissions disabled: Export permissions disabled","",""
"","3893","should show french policy on secondary login","","Mon Jul 14 15:02:26 UTC 2025","passed","Mon Jul 14 15:02:30 UTC 2025","","Privacy policy: for an offline user","",""
"","178","should display tab labels, when some tabs are enabled","","Mon Jul 14 15:01:28 UTC 2025","passed","Mon Jul 14 15:01:28 UTC 2025","","Navigation tests: Navigation view: as chw","",""
"","7721","should allow a new user to read/write from meta db","","Mon Jul 14 14:59:33 UTC 2025","passed","Mon Jul 14 14:59:41 UTC 2025","","Create user meta db : ","",""
"","219","should display when navigating to the privacy policy page","","Mon Jul 14 15:02:43 UTC 2025","passed","Mon Jul 14 15:02:43 UTC 2025","","Privacy policy: for an online user","",""
"","1673","should verify confirm password is missing","","Mon Jul 14 14:51:03 UTC 2025","passed","Mon Jul 14 14:51:04 UTC 2025","","Login page functionality tests: Password Reset","",""
"","17572","should enable the 'edit' option and hide the 'export' and 'delete' options when a contact is opened","","Mon Jul 14 14:55:21 UTC 2025","passed","Mon Jul 14 14:55:38 UTC 2025","","More Options Menu - Offline User - Delete permissions disabled: Contact Tab","",""
"","1813","should navigate to the Task section and open the first task listed","","Mon Jul 14 15:01:57 UTC 2025","passed","Mon Jul 14 15:01:59 UTC 2025","","Old Navigation","",""
"","1589","should verify current password is not correct","","Mon Jul 14 14:51:08 UTC 2025","passed","Mon Jul 14 14:51:10 UTC 2025","","Login page functionality tests: Password Reset","",""
"","5521","should hide the 'export' option and enable the 'edit', 'delete' and 'review' options when the xml report is opened","","Mon Jul 14 14:54:19 UTC 2025","passed","Mon Jul 14 14:54:25 UTC 2025","","More Options Menu - Offline User: All permissions enabled: Report tab","",""
"","1840","should hide the 'delete' option and enable the 'edit' and 'export' options when a contact is opened","","Mon Jul 14 14:57:20 UTC 2025","passed","Mon Jul 14 14:57:21 UTC 2025","","More Options Menu - Online User - Permissions disabled: Delete permissions disabled","",""
"","2284","should show in enabled language list","","Mon Jul 14 14:53:10 UTC 2025","passed","Mon Jul 14 14:53:12 UTC 2025","","Adding new language","",""
"","1585","should require place and contact for restricted user","","Mon Jul 14 14:59:11 UTC 2025","passed","Mon Jul 14 14:59:13 UTC 2025","","User Test Cases ->: Invalid entries -> ","",""
"","1601","should verify password and confirm password mismatch","","Mon Jul 14 14:51:14 UTC 2025","passed","Mon Jul 14 14:51:15 UTC 2025","","Login page functionality tests: Password Reset","",""
"","16034","should hide the kebab menu.","","Mon Jul 14 14:56:12 UTC 2025","passed","Mon Jul 14 14:56:28 UTC 2025","","More Options Menu - Offline User - Edit permissions disabled: Contact tab","",""
"","433","should hide the kebab menu on the Message tab","","Mon Jul 14 14:57:02 UTC 2025","passed","Mon Jul 14 14:57:03 UTC 2025","","More Options Menu - Online User - Permissions disabled: Export permissions disabled","",""
"","4390","should show if the user policy changes","","Mon Jul 14 15:02:31 UTC 2025","passed","Mon Jul 14 15:02:35 UTC 2025","","Privacy policy: for an offline user","",""
"","4546","should redirect to the app page when session is valid","","Mon Jul 14 15:00:07 UTC 2025","passed","Mon Jul 14 15:00:12 UTC 2025","","bfcache: login page","",""
"","8039","should disable a language and enable another","","Mon Jul 14 14:52:02 UTC 2025","passed","Mon Jul 14 14:52:10 UTC 2025","","Enabling/disabling languages","",""
"","3174","should show the correct privacy policy on login","","Mon Jul 14 15:02:17 UTC 2025","passed","Mon Jul 14 15:02:21 UTC 2025","","Privacy policy: for an offline user","",""
"","1560","should enable the 'export', 'edit' and 'delete' options in Contact tab when a contact is opened.","","Mon Jul 14 14:58:19 UTC 2025","passed","Mon Jul 14 14:58:20 UTC 2025","","More Options Menu - Online User - Permissions enabled: Options displayed when there are messages, contacts and people created","",""
"","7927","should enable the 'edit' and 'review' option and hide the 'export' and 'delete' options when the xml report is opened","","Mon Jul 14 14:55:39 UTC 2025","passed","Mon Jul 14 14:55:47 UTC 2025","","More Options Menu - Offline User - Delete permissions disabled: Report tab","",""
"","3198","TestCase for The password is too easy to guess.","","Mon Jul 14 14:58:55 UTC 2025","passed","Mon Jul 14 14:58:59 UTC 2025","","User Test Cases ->: Invalid entries -> ","",""
"","2865","should show a warning before log out","","Mon Jul 14 14:50:29 UTC 2025","passed","Mon Jul 14 14:50:32 UTC 2025","","Login page functionality tests: Log out","",""
"","1094","should open Messages tab","","Mon Jul 14 15:00:37 UTC 2025","passed","Mon Jul 14 15:00:39 UTC 2025","","Navigation tests: Navigation functionality","",""
"","3135","should display the ""session expired"" modal and redirect to login page","","Mon Jul 14 14:50:40 UTC 2025","passed","Mon Jul 14 14:50:43 UTC 2025","","Login page functionality tests: Log in","",""
"","430","should open Contacts or Peoples tab","","Mon Jul 14 15:00:40 UTC 2025","passed","Mon Jul 14 15:00:40 UTC 2025","","Navigation tests: Navigation functionality","",""
"","12808","should add new translations","","Mon Jul 14 14:53:15 UTC 2025","passed","Mon Jul 14 14:53:28 UTC 2025","","Adding new language","",""
"","868","should successfully sync","","Mon Jul 14 15:02:01 UTC 2025","passed","Mon Jul 14 15:02:02 UTC 2025","","Old Navigation","",""
"","1259","should not display privacy policy page when the privacy policy is not enabled","","Mon Jul 14 15:02:06 UTC 2025","passed","Mon Jul 14 15:02:08 UTC 2025","","Privacy Policy Navigation for Unauthenticated Users","",""
"","1873","should hide the 'export' option and enable the 'edit' and 'delete' options when a contact is opened","","Mon Jul 14 14:56:54 UTC 2025","passed","Mon Jul 14 14:56:56 UTC 2025","","More Options Menu - Online User - Permissions disabled: Export permissions disabled","",""
"","2080","should hide the 'export' and 'edit' options and disable the 'delete' option when the offline user's place is selected","","Mon Jul 14 14:54:09 UTC 2025","passed","Mon Jul 14 14:54:11 UTC 2025","","More Options Menu - Offline User: All permissions enabled: Contact tab","",""
"","1059","should change locale to French","","Mon Jul 14 14:50:24 UTC 2025","passed","Mon Jul 14 14:50:26 UTC 2025","","Login page functionality tests: Locale","",""
"","2593","should hide and reveal password value, and login with a revealed password","","Mon Jul 14 14:50:54 UTC 2025","passed","Mon Jul 14 14:50:56 UTC 2025","","Login page functionality tests: Log in","",""
"","4478","should not show on subsequent login","","Mon Jul 14 15:02:21 UTC 2025","passed","Mon Jul 14 15:02:26 UTC 2025","","Privacy policy: for an offline user","",""
"","136","should show locale selector on login page","","Mon Jul 14 14:50:23 UTC 2025","passed","Mon Jul 14 14:50:23 UTC 2025","","Login page functionality tests: Locale","",""
"","3277","TestCase for The password must be at least 8 characters long.","","Mon Jul 14 14:58:52 UTC 2025","passed","Mon Jul 14 14:58:55 UTC 2025","","User Test Cases ->: Invalid entries -> ","",""
"","2191","should hide the 'export' and 'edit' options and disable the 'delete' option when no contact is opened","","Mon Jul 14 14:54:02 UTC 2025","passed","Mon Jul 14 14:54:04 UTC 2025","","More Options Menu - Offline User: All permissions enabled: Contact tab","",""
"","1077","should navigate to the People section and open the created Health Center","","Mon Jul 14 15:02:00 UTC 2025","passed","Mon Jul 14 15:02:01 UTC 2025","","Old Navigation","",""
"","3439","should quit training in modal, and be able to complete it later in the Training Material page, verify completed trainings display in the list","","Mon Jul 14 14:59:58 UTC 2025","passed","Mon Jul 14 15:00:02 UTC 2025","","Training Materials Page","",""
"","3796","should allow admins to access the page","","Mon Jul 14 14:50:14 UTC 2025","passed","Mon Jul 14 14:50:18 UTC 2025","","Acessing the admin app","",""
"","2478","should be set as Default language ","","Mon Jul 14 14:53:12 UTC 2025","passed","Mon Jul 14 14:53:15 UTC 2025","","Adding new language","",""
"","630","should display an error when accessing with random strings","","Mon Jul 14 14:51:53 UTC 2025","passed","Mon Jul 14 14:51:53 UTC 2025","","Token login","",""
